numero_notificacion;fecha;codigo_predio;nombre_predio;zona;sirex;Sigla;unidad_operativa;intervencion;rut_emsefor;nombre_emsefor;Numero_Acta;rut_jfaena;nombre_jfaena;especie;Producto;producto_sap;largo;corteza;estado_madera;codigo_destino;descripcion_destino;banda_diametrica;Tipo_Producto;Condicion_Producto;Trozos;Metro_Ruma;Factor;m3ssc;ID_FSC;DESCRIP_FSC;ID_CERTFOR;DESCRIP_CERTFOR
829855;2026-05-31T01:48:51;20071;CARAMAVIDA;BC01;no;CIMA51;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077836;96567940-5;CIMA FORESTAL;PIRA;P0400URCPLLF;PIRA-PULP-COS-CC;4;CC;Fresca;C020;CP ARAUCO;;PULPABLE;Normal;;44.059;1.498;66;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829855;2026-05-31T01:48:51;20071;CARAMAVIDA;BC01;no;CIMA51;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077836;96567940-5;CIMA FORESTAL;PIRA;P0410RRCCAL1;PIRA-ASER-COS-CC;4;CC;Fresca;N051;CN LOG NVA ALDEA;;ASERRABLE;Normal;1214;;0.234;284.076;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829855;2026-05-31T01:48:51;20071;CARAMAVIDA;BC01;no;CIMA51;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077836;96567940-5;CIMA FORESTAL;PIRA;P0500RRCCAL1;PIRA-ASER-COS-CC;4.9;CC;Fresca;C033;CN HORCONES;;ASERRABLE;Normal;74;;0.41;30.34;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829855;2026-05-31T01:48:51;20071;CARAMAVIDA;BC01;no;CIMA51;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077836;96567940-5;CIMA FORESTAL;PIRA;P0530PRCCAL1;PIRA-PODA-COS-CC;5.2;CC;Fresca;C033;CN HORCONES;;PODADO;Normal;201;;0.668;134.268;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829856;2026-05-31T01:49:54;10190;COIGOS;FC00;no;T211;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077545;96567940-5;CIMA FORESTAL;PIRA;P0265PRCCAL1;PIRA-PODA-COS-CC;2.6;CC;Fresca;N051;CN LOG NVA ALDEA;;PODADO;Normal;19;;0.251;4.769;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829856;2026-05-31T01:49:54;10190;COIGOS;FC00;no;T211;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077545;96567940-5;CIMA FORESTAL;PIRA;P0265RRCCAL1;PIRA-ASER-COS-CC;2.6;CC;Fresca;N051;CN LOG NVA ALDEA;;ASERRABLE;Normal;21;;0.297;6.237;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829856;2026-05-31T01:49:54;10190;COIGOS;FC00;no;T211;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077545;96567940-5;CIMA FORESTAL;PIRA;P0350URCPLLF;PIRA-PULP-COS-CC;3.5;CC;Fresca;N011;PTA NVA ALDEA;;PULPABLE;Normal;;28.195;1.596;45;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829856;2026-05-31T01:49:54;10190;COIGOS;FC00;no;T211;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077545;96567940-5;CIMA FORESTAL;PIRA;P0375RRCCAL1;PIRA-ASER-COS-CC;3.65;CC;Fresca;N051;CN LOG NVA ALDEA;;ASERRABLE;Normal;1490;;0.202;300.98;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829857;2026-05-31T01:46:35;20030;SAN JOSE DE COLICO;BC01;si;R20;COSECHA;COSECHA;76236744-0;SOCIEDAD CONSTRUCTORA RADIMAX;2077674;76236744-0;RADIMAX LTDA SOC. CONSTRUCTORA;EUGL;E0550UGCPLLF;EUGL-PULP-COS-CC;5.5;CC;Fresca;C183;CP MAPA;;PULPABLE;Normal;;324.59;1.46;473.901;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829858;2026-05-31T01:48:16;10149;BURCA;FC00;no;CM060;COSECHA;COSECHA;77070090-6;JORGE ARCE Y CIA. LTDA.;2077419;77070090-6;JORGE ARCE Y CIA. LTDA.;EUGL;E0244NGCPLLF;EUGL-PULP-COS-CC;2.44;CC;Quemada;N048;CN RANQUIL;6-90;PULPABLE;Normal;0;23;1.499;34.477;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829858;2026-05-31T01:48:16;10149;BURCA;FC00;no;CM060;COSECHA;COSECHA;77070090-6;JORGE ARCE Y CIA. LTDA.;2077419;77070090-6;JORGE ARCE Y CIA. LTDA.;EUGL;E0550UGCPLLF;EUGL-PULP-COS-CC;5.5;CC;Fresca;N011;PTA NVA ALDEA;;PULPABLE;Normal;;89.037;1.323;117.795951;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829859;2026-05-31T01:51:15;10826;SAN SEBASTIAN TOCONEY;FT01;si;FA07;COSECHA;COSECHA;77707450-4;CONSTRUCTORA HUEQUECURA LTDA.;2077838;77707450-4;HUEQUECURA LTDA. CONSTRUCTORA;PIRA;P0244NRCPLLF;PIRA-PULP-COS-CC;2.44;CC;Quemada;T012;CP TENO;;PULPABLE;Normal;;21.862;1.596;34.891752;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829859;2026-05-31T01:51:15;10826;SAN SEBASTIAN TOCONEY;FT01;si;FA07;COSECHA;COSECHA;77707450-4;CONSTRUCTORA HUEQUECURA LTDA.;2077838;77707450-4;HUEQUECURA LTDA. CONSTRUCTORA;PIRA;P0244URC18-38;PIRA-PULP-COS-CC;2.44;CC;Fresca;T010;CP CONSTITUCION;;PULPABLE;Normal;;8.496;1.596;13.559616;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829859;2026-05-31T01:51:15;10826;SAN SEBASTIAN TOCONEY;FT01;si;FA07;COSECHA;COSECHA;77707450-4;CONSTRUCTORA HUEQUECURA LTDA.;2077838;77707450-4;HUEQUECURA LTDA. CONSTRUCTORA;PIRA;P0244URC8-16;PIRA-PULP-COS-CC;2.44;CC;Fresca;T010;CP CONSTITUCION;;PULPABLE;Normal;;144.001;1.596;229.825596;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829859;2026-05-31T01:51:15;10826;SAN SEBASTIAN TOCONEY;FT01;si;FA07;COSECHA;COSECHA;77707450-4;CONSTRUCTORA HUEQUECURA LTDA.;2077838;77707450-4;HUEQUECURA LTDA. CONSTRUCTORA;PIRA;P0410RRCCAL1;PIRA-ASER-COS-CC;4;CC;Fresca;T014;CN VINALES;16-38;ASERRABLE;Normal;420;;0.176;73.92;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829860;2026-05-31T01:51:59;11942;HUILATAGUA CBB;FC00;si;S58;COSECHA;COSECHA;79662560-0;FORESTAL MILLALEMU Y CIA.LTDA.;2078319;79662560-0;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;PIRA;P0265PRCCAL1;PIRA-PODA-COS-CC;2.6;CC;Fresca;N051;CN LOG NVA ALDEA;26-70;PODADO;Normal;345;;0.315;108.675;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829860;2026-05-31T01:51:59;11942;HUILATAGUA CBB;FC00;si;S58;COSECHA;COSECHA;79662560-0;FORESTAL MILLALEMU Y CIA.LTDA.;2078319;79662560-0;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;PIRA;P0265RRCCAL1;PIRA-ASER-COS-CC;2.6;CC;Fresca;N051;CN LOG NVA ALDEA;36-66;ASERRABLE;Normal;17;;0.315;5.355;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829860;2026-05-31T01:51:59;11942;HUILATAGUA CBB;FC00;si;S58;COSECHA;COSECHA;79662560-0;FORESTAL MILLALEMU Y CIA.LTDA.;2078319;79662560-0;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;PIRA;P0330URCPLVA;PIRA-PULP-COS-CC;3.3;CC;Manchada;N011;PTA NVA ALDEA;;PULPABLE;Normal;;16.23;1.267;20.56341;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829860;2026-05-31T01:51:59;11942;HUILATAGUA CBB;FC00;si;S58;COSECHA;COSECHA;79662560-0;FORESTAL MILLALEMU Y CIA.LTDA.;2078319;79662560-0;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;PIRA;P0350URCPLLF;PIRA-PULP-COS-CC;3.5;CC;Fresca;N011;PTA NVA ALDEA;;PULPABLE;Normal;;20.484;1.596;32.692464;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829860;2026-05-31T01:51:59;11942;HUILATAGUA CBB;FC00;si;S58;COSECHA;COSECHA;79662560-0;FORESTAL MILLALEMU Y CIA.LTDA.;2078319;79662560-0;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;PIRA;P0410RRCCAL1;PIRA-ASER-COS-CC;4;CC;Fresca;N051;CN LOG NVA ALDEA;16-34;ASERRABLE;Normal;1204;;0.19;228.76;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829861;2026-05-31T01:53:30;20927;CHICHACO;BC01;no;S41;COSECHA;COSECHA;78502040-5;FORESTAL ANTILEMU LTDA.;2076347;78502040-5;ANTILEMU LTDA. FORESTAL;EUGL;E0400UGCPLVA;EUGL-PULP-COS-CC;4;CC;Fresca;C183;CP MAPA;;PULPABLE;Normal;;;1.24;0;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829861;2026-05-31T01:53:30;20927;CHICHACO;BC01;no;S41;COSECHA;COSECHA;78502040-5;FORESTAL ANTILEMU LTDA.;2076347;78502040-5;ANTILEMU LTDA. FORESTAL;EUGL;E0400UGSPLVA;EUGL-PULP-COS-SC;4;SC;Fresca;C183;CP MAPA;;PULPABLE;Normal;;;1.316;0;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829861;2026-05-31T01:53:30;20927;CHICHACO;BC01;no;S41;COSECHA;COSECHA;78502040-5;FORESTAL ANTILEMU LTDA.;2076347;78502040-5;ANTILEMU LTDA. FORESTAL;EUGL;E0550UGCPLLF;EUGL-PULP-COS-CC;5.5;CC;Fresca;C183;CP MAPA;;PULPABLE;Normal;;274.549;1.46;400.842;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829861;2026-05-31T01:53:30;20927;CHICHACO;BC01;no;S41;COSECHA;COSECHA;78502040-5;FORESTAL ANTILEMU LTDA.;2076347;78502040-5;ANTILEMU LTDA. FORESTAL;EUGL;E0550UGSPLLF;EUGL-PULP-COS-SC;5.5;SC;Fresca;C183;CP MAPA;;PULPABLE;Normal;;;1.679;0;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829862;2026-05-31T01:53:33;10149;BURCA;FC00;no;CM060;COSECHA;COSECHA;77070090-6;JORGE ARCE Y CIA. LTDA.;2077419;77070090-6;JORGE ARCE Y CIA. LTDA.;EUGL;E0550UGCPLLF;EUGL-PULP-COS-CC;5.5;CC;Fresca;N011;PTA NVA ALDEA;;PULPABLE;Normal;;191.598;1.323;253.484;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829863;2026-05-31T01:51:00;10190;COIGOS;FC00;no;T212;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2075084;96567940-5;CIMA FORESTAL;PIRA;P0265RRCCAL1;PIRA-ASER-COS-CC;2.6;CC;Fresca;N051;CN LOG NVA ALDEA;;ASERRABLE;Normal;21;;0.297;6.237;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829863;2026-05-31T01:51:00;10190;COIGOS;FC00;no;T212;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2075084;96567940-5;CIMA FORESTAL;PIRA;P0350URCPLLF;PIRA-PULP-COS-CC;3.5;CC;Fresca;N011;PTA NVA ALDEA;;PULPABLE;Normal;;57.018;1.596;91;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829863;2026-05-31T01:51:00;10190;COIGOS;FC00;no;T212;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2075084;96567940-5;CIMA FORESTAL;PIRA;P0375RRCCAL1;PIRA-ASER-COS-CC;3.65;CC;Fresca;N051;CN LOG NVA ALDEA;;ASERRABLE;Normal;1197;;0.202;241.794;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829864;2026-05-31T01:53:15;30593;SANTA CRUZ;FS01;no;CIMA5;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077687;96567940-5;CIMA FORESTAL;PIRA;P0265PRZCAL1;PIRA-PODA-COS-CS;2.6;CS;Fresca;N051;CN LOG NVA ALDEA;;PODADO;Normal;122;;0.377;45.994;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829864;2026-05-31T01:53:15;30593;SANTA CRUZ;FS01;no;CIMA5;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077687;96567940-5;CIMA FORESTAL;PIRA;P0265RRZCAL1;PIRA-ASER-COS-CS;2.6;CS;Fresca;N051;CN LOG NVA ALDEA;;ASERRABLE;Normal;107;;0.424;45.368;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829864;2026-05-31T01:53:15;30593;SANTA CRUZ;FS01;no;CIMA5;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077687;96567940-5;CIMA FORESTAL;PIRA;P0300URZPLVA;PIRA-PULP-COS-CS;3;CS;Fresca;N011;PTA NVA ALDEA;;PULPABLE;Normal;;3.157;1.267;4;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829864;2026-05-31T01:53:15;30593;SANTA CRUZ;FS01;no;CIMA5;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077687;96567940-5;CIMA FORESTAL;PIRA;P0410RRZCAL1;PIRA-ASER-COS-CS;4;CS;Fresca;S012;CN VALDIVIA;;ASERRABLE;Normal;196;;0.48;94.08;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829864;2026-05-31T01:53:15;30593;SANTA CRUZ;FS01;no;CIMA5;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077687;96567940-5;CIMA FORESTAL;PIRA;P0460RRZCAL1;PIRA-ASER-COS-CS;4.5;CS;Fresca;S012;CN VALDIVIA;;ASERRABLE;Normal;403;;0.284;114.452;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829864;2026-05-31T01:53:15;30593;SANTA CRUZ;FS01;no;CIMA5;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077687;96567940-5;CIMA FORESTAL;PIRA;P0550URZPLLF;PIRA-PULP-COS-CS;5.5;CS;Fresca;N011;PTA NVA ALDEA;;PULPABLE;Normal;;6.481;1.543;10;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829865;2026-05-31T01:58:22;30441;HUICHAHUE BAJO H-2;FS01;no;CIMA61;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077584;96567940-5;CIMA FORESTAL;PIRA;P0265PRZCAL1;PIRA-PODA-COS-CS;2.6;CS;Fresca;N051;CN LOG NVA ALDEA;;PODADO;Normal;207;;0.4;82.8;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829865;2026-05-31T01:58:22;30441;HUICHAHUE BAJO H-2;FS01;no;CIMA61;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077584;96567940-5;CIMA FORESTAL;PIRA;P0265RRZCAL1;PIRA-ASER-COS-CS;2.6;CS;Fresca;N051;CN LOG NVA ALDEA;;ASERRABLE;Normal;121;;0.4;48.4;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829865;2026-05-31T01:58:22;30441;HUICHAHUE BAJO H-2;FS01;no;CIMA61;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077584;96567940-5;CIMA FORESTAL;PIRA;P0300URZPLVA;PIRA-PULP-COS-CS;3;CS;Fresca;N011;PTA NVA ALDEA;;PULPABLE;Normal;;25.257;1.267;32;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829865;2026-05-31T01:58:22;30441;HUICHAHUE BAJO H-2;FS01;no;CIMA61;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077584;96567940-5;CIMA FORESTAL;PIRA;P0410RRZCAL1;PIRA-ASER-COS-CS;4;CS;Fresca;S012;CN VALDIVIA;;ASERRABLE;Normal;216;;0.45;97.2;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829865;2026-05-31T01:58:22;30441;HUICHAHUE BAJO H-2;FS01;no;CIMA61;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077584;96567940-5;CIMA FORESTAL;PIRA;P0460RRZCAL1;PIRA-ASER-COS-CS;4.5;CS;Fresca;S012;CN VALDIVIA;;ASERRABLE;Normal;883;;0.28;247.24;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829865;2026-05-31T01:58:22;30441;HUICHAHUE BAJO H-2;FS01;no;CIMA61;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077584;96567940-5;CIMA FORESTAL;PIRA;P0550URZPLLF;PIRA-PULP-COS-CS;5.5;CS;Fresca;N011;PTA NVA ALDEA;;PULPABLE;Normal;;23.979;1.543;37;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829866;2026-05-31T02:00:12;30771;CARLA P-11 L-A2 ,SANTA;FS01;no;CIMA60;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077536;96567940-5;CIMA FORESTAL;EUNI;E0300UNCPLVA;EUNI-PULP-COS-CC;3;CC;Fresca;S010;CP VALDIVIA;;PULPABLE;Normal;;34.226;1.24;42.44;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829866;2026-05-31T02:00:12;30771;CARLA P-11 L-A2 ,SANTA;FS01;no;CIMA60;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077536;96567940-5;CIMA FORESTAL;EUNI;E0350UNSPLSD;EUNI-PULP-COS-SC;3.5;SC;Fresca;S010;CP VALDIVIA;;PULPABLE;Normal;;5.899;1.69;9.97;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829866;2026-05-31T02:00:12;30771;CARLA P-11 L-A2 ,SANTA;FS01;no;CIMA60;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077536;96567940-5;CIMA FORESTAL;EUNI;E0600UNS15MA;EUNI-PULP-COS-SC;6;SC;Fresca;S010;CP VALDIVIA;;PULPABLE;Normal;;104.968;1.729;181.49;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829867;2026-05-31T02:00:51;10076;CUARTA HIJUELA;FC00;no;CIMA4;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077180;96567940-5;CIMA FORESTAL;PIRA;P0265PRCCAL1;PIRA-PODA-COS-CC;2.6;CC;Fresca;N051;CN LOG NVA ALDEA;;PODADO;Normal;176;;0.292;51.392;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829867;2026-05-31T02:00:51;10076;CUARTA HIJUELA;FC00;no;CIMA4;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077180;96567940-5;CIMA FORESTAL;PIRA;P0265RRCCAL1;PIRA-ASER-COS-CC;2.6;CC;Fresca;N051;CN LOG NVA ALDEA;;ASERRABLE;Normal;237;;0.298;70.626;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829867;2026-05-31T02:00:51;10076;CUARTA HIJUELA;FC00;no;CIMA4;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077180;96567940-5;CIMA FORESTAL;PIRA;P0350URCPLLF;PIRA-PULP-COS-CC;3.5;CC;Fresca;N011;PTA NVA ALDEA;;PULPABLE;Normal;;20.677;1.596;33;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829867;2026-05-31T02:00:51;10076;CUARTA HIJUELA;FC00;no;CIMA4;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077180;96567940-5;CIMA FORESTAL;PIRA;P0410RRCCAL1;PIRA-ASER-COS-CC;4;CC;Fresca;N051;CN LOG NVA ALDEA;;ASERRABLE;Normal;522;;0.212;110.664;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829868;2026-05-31T02:02:12;30620;HUICHAHUE BAJO H6;FS01;no;CIMA61;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077535;96567940-5;CIMA FORESTAL;PIRA;P0265PRZCAL1;PIRA-PODA-COS-CS;2.6;CS;Fresca;N051;CN LOG NVA ALDEA;;PODADO;Normal;104;;0.4;41.6;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829868;2026-05-31T02:02:12;30620;HUICHAHUE BAJO H6;FS01;no;CIMA61;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077535;96567940-5;CIMA FORESTAL;PIRA;P0265RRZCAL1;PIRA-ASER-COS-CS;2.6;CS;Fresca;N051;CN LOG NVA ALDEA;;ASERRABLE;Normal;109;;0.4;43.6;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829868;2026-05-31T02:02:12;30620;HUICHAHUE BAJO H6;FS01;no;CIMA61;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077535;96567940-5;CIMA FORESTAL;PIRA;P0300URZPLVA;PIRA-PULP-COS-CS;3;CS;Fresca;N011;PTA NVA ALDEA;;PULPABLE;Normal;;18.153;1.267;23;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829868;2026-05-31T02:02:12;30620;HUICHAHUE BAJO H6;FS01;no;CIMA61;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077535;96567940-5;CIMA FORESTAL;PIRA;P0410RRZCAL1;PIRA-ASER-COS-CS;4;CS;Fresca;S012;CN VALDIVIA;;ASERRABLE;Normal;73;;0.466;34.018;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829868;2026-05-31T02:02:12;30620;HUICHAHUE BAJO H6;FS01;no;CIMA61;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077535;96567940-5;CIMA FORESTAL;PIRA;P0460RRZCAL1;PIRA-ASER-COS-CS;4.5;CS;Fresca;S012;CN VALDIVIA;;ASERRABLE;Normal;338;;0.294;99.372;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829868;2026-05-31T02:02:12;30620;HUICHAHUE BAJO H6;FS01;no;CIMA61;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077535;96567940-5;CIMA FORESTAL;PIRA;P0550URZPLLF;PIRA-PULP-COS-CS;5.5;CS;Fresca;N011;PTA NVA ALDEA;;PULPABLE;Normal;;3.889;1.543;6;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829869;2026-05-31T02:05:31;30498;HUICHAHUE BAJO H-3;FS01;no;CIMA61;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077533;96567940-5;CIMA FORESTAL;PIRA;P0265PRZCAL1;PIRA-PODA-COS-CS;2.6;CS;Fresca;N051;CN LOG NVA ALDEA;;PODADO;Normal;132;;0.4;52.8;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829869;2026-05-31T02:05:31;30498;HUICHAHUE BAJO H-3;FS01;no;CIMA61;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077533;96567940-5;CIMA FORESTAL;PIRA;P0265RRZCAL1;PIRA-ASER-COS-CS;2.6;CS;Fresca;N051;CN LOG NVA ALDEA;;ASERRABLE;Normal;97;;0.4;38.8;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829869;2026-05-31T02:05:31;30498;HUICHAHUE BAJO H-3;FS01;no;CIMA61;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077533;96567940-5;CIMA FORESTAL;PIRA;P0300URZPLVA;PIRA-PULP-COS-CS;3;CS;Fresca;N011;PTA NVA ALDEA;;PULPABLE;Normal;;23.678;1.267;30;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829869;2026-05-31T02:05:31;30498;HUICHAHUE BAJO H-3;FS01;no;CIMA61;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077533;96567940-5;CIMA FORESTAL;PIRA;P0410RRZCAL1;PIRA-ASER-COS-CS;4;CS;Fresca;S012;CN VALDIVIA;;ASERRABLE;Normal;148;;0.478;70.744;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829869;2026-05-31T02:05:31;30498;HUICHAHUE BAJO H-3;FS01;no;CIMA61;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077533;96567940-5;CIMA FORESTAL;PIRA;P0460RRZCAL1;PIRA-ASER-COS-CS;4.5;CS;Fresca;S012;CN VALDIVIA;;ASERRABLE;Normal;271;;0.301;81.571;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829870;2026-05-31T02:08:08;20062;DESCABEZADO EL;BC01;no;CIMA15;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2076387;96567940-5;CIMA FORESTAL;PIRA;P0265RRCCAL1;PIRA-ASER-COS-CC;2.6;CC;Fresca;C033;CN HORCONES;;ASERRABLE;Normal;26;;0.312;8.112;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829870;2026-05-31T02:08:08;20062;DESCABEZADO EL;BC01;no;CIMA15;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2076387;96567940-5;CIMA FORESTAL;PIRA;P0400URCPLLF;PIRA-PULP-COS-CC;4;CC;Fresca;C020;CP ARAUCO;;PULPABLE;Normal;;41.389;1.498;62;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
